Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6766728,23017,144820,114227,20009,8301,49930,17183,2808389,147359,62174,294028,893276,65351,182376,197469
Total_people_complete,3321552,11179,71925,56915,10059,4188,24885,8497,1401156,70676,30381,149672,449992,33086,88259,96207
Total_doses_ordered,5222530,16600,95930,87630,18520,9800,36470,18600,1535817,124750,40790,196665,604413,48042,165060,139268
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3707702,12892,78864,63968,10966,4702,27642,9388,1587387,84119,34720,166466,499669,35943,103882,111073
Male-65 years and older,505558,1695,7500,10432,1607,540,5747,3090,174567,20862,6140,29267,71433,3534,23428,15580
Male-55-64 years,286106,894,5846,5035,947,588,2539,676,119755,7959,2802,13093,35318,2538,8144,8440
Male-45-54 years,242650,582,5180,3553,801,484,1527,303,115147,3957,1922,11739,29849,2890,4589,7302
Male-20-44 years,560499,1074,15557,8977,1870,989,2931,476,258780,6434,3893,25738,71346,6996,8806,20526
Male-Less than 20 years,131481,2079,2626,2118,233,46,544,117,61987,933,2469,4299,16316,2009,1664,3544
Female-65 years and older,624130,1736,8585,12374,2022,517,6099,2983,226962,23261,6609,33607,94275,4273,29214,17669
Female-55-64 years,331742,1013,6594,6033,1069,405,2854,833,139354,9350,3094,14074,44087,2586,10497,8956
Female-45-54 years,268444,631,5403,4139,717,363,1643,337,129316,4192,1959,10575,35624,2740,5390,7540
Female-20-44 years,596249,998,18099,8998,1419,724,3050,435,284075,5939,3227,18999,82795,6298,8973,17329
Female-Less than 20 years,141557,2181,3399,2220,270,44,648,124,65711,1083,2573,4484,17704,2012,1867,3867
"Black or African American, non-Hispanic",98121,231,554,1183,66,44,92,26,59444,565,195,4485,9413,29,500,604
"American Indian or Alaska Native, non-Hispanic",100178,6178,16250,308,899,83,5271,169,34194,834,9529,7934,10233,16,1026,1443
"Asian or Pacific Islander, non-Hispanic",143214,147,1169,1250,57,48,250,69,76851,1215,354,3064,12748,93,1345,667
Unknown,402344,943,16552,8358,3594,376,5220,2563,155674,14421,1832,34004,82513,2267,26572,32425
Hispanic or Latino,588199,1500,5266,15003,1790,2080,1213,952,271080,5544,1963,25319,112326,26930,6100,45703
Other Race,636499,947,9189,9919,864,126,4676,1066,246595,15319,7543,17840,63341,1967,16045,9971
"White, non-Hispanic",1739147,2946,29884,27947,3696,1945,10920,4543,743549,46221,13304,73820,209095,4641,52294,20260
