Category,Gila
Total_doses_administered,50719
Total_people_one_dose,28247
Total_people_complete,25071
Total_doses_ordered,36570
total_pouluation,55159
Male-65 years and older,5806
Male-55-64 years,2583
Male-45-54 years,1565
Male-20-44 years,3015
Male-Less than 20 years,630
Female-65 years and older,6159
Female-55-64 years,2878
Female-45-54 years,1677
Female-20-44 years,3136
Female-Less than 20 years,738
"Black or African American, non-Hispanic",93
"Asian or Pacific Islander, non-Hispanic",255
Hispanic or Latino,1242
Other Race,4717
Unknown,5307
"American Indian or Alaska Native, non-Hispanic",5523
"White, non-Hispanic",11110
