Category,Arizona
Total_doses_administered,6911610
Total_people_complete,3360281
Total_doses_ordered,5244710
total_pouluation,7189020
Total_people_one_dose,3803581
Male-65 years and older,510169
Male-55-64 years,291017
Male-45-54 years,249316
Male-20-44 years,580358
Male-Less than 20 years,143693
Female-65 years and older,629524
Female-55-64 years,336341
Female-45-54 years,274885
Female-20-44 years,615861
Female-Less than 20 years,153078
"Black or African American, non-Hispanic",102184
"American Indian or Alaska Native, non-Hispanic",106549
"Asian or Pacific Islander, non-Hispanic",145566
Unknown,411600
Hispanic or Latino,618967
Other Race,646601
"White, non-Hispanic",1772114
