Category,Yuma
Total_doses_administered,302031
Total_people_one_dose,153879
Total_people_complete,126019
total_pouluation,153879
Male-65 years and older,16066
Male-55-64 years,10290
Male-45-54 years,9115
Male-20-44 years,27694
Male-Less than 20 years,11953
Female-65 years and older,18587
Female-55-64 years,10980
Female-45-54 years,10037
Female-20-44 years,26159
Female-Less than 20 years,12432
"Black or African American, non-Hispanic",820
"American Indian or Alaska Native, non-Hispanic",1149
"Asian or Pacific Islander, non-Hispanic",1190
Other Race,18248
Unknown,28659
"White, non-Hispanic",33744
Hispanic or Latino,70069
