Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9375175,58756,198089,158365,42647,8993,54609,17446,5438209,179504,97217,503092,1518197,106060,239566,302031
Total_people_complete,452394,22464,81334,66331,18400,3730,22810,7460,2290716,75727,40221,218467,624322,43990,98173,126019
total_pouluation,7189020,28793,93541,79578,20857,4306,25855,8787,2615436,89046,48421,248680,718490,55146,116170,153879
Total_people_one_dose,4576872,28793,93541,79578,20857,4306,25855,8787,2615436,89046,48421,248680,718490,55146,116170,153879
Male-65 years and older,560517,2766,9343,11129,2383,512,5775,2374,283502,20629,7267,36486,91200,4668,25673,16066
Male-55-64 years,326047,2009,6304,5437,1575,367,2218,603,187199,8167,3553,18211,47769,3248,9108,10290
Male-45-54 years,294282,1611,5742,4263,1435,323,1248,320,181551,4233,2671,16684,41088,3378,5005,9115
Male-20-44 years,729223,3796,16980,11433,3546,781,2378,661,433576,7406,5706,38015,110064,8973,10094,27694
Male-Less than 20 years,252572,3882,5910,5205,1104,207,691,358,142445,1728,4236,12077,41729,6119,2831,11953
Female-65 years and older,682820,3322,10534,13055,2892,511,6172,2410,354490,22863,8208,42060,117343,5640,31360,18587
Female-55-64 years,371377,2158,7091,6467,1715,316,2595,725,210779,9498,4073,20532,57260,3540,11558,10980
Female-45-54 years,317510,1580,5837,4793,1416,325,1391,369,197020,4802,2687,16966,46659,3657,5972,10037
Female-20-44 years,762861,3706,19380,12130,3575,752,2557,590,464753,7600,5622,34952,120965,9288,10335,26159
Female-Less than 20 years,259821,3955,6157,5565,1204,210,772,359,145674,1943,4362,11948,42949,6552,3086,12432
"Black or African American, non-Hispanic",137789,59,774,1546,92,51,89,38,100821,601,202,9059,16191,57,548,820
"Asian or Pacific Islander, non-Hispanic",174171,129,1603,1455,84,43,204,89,132011,1338,352,5073,21607,184,1411,1190
"American Indian or Alaska Native, non-Hispanic",194888,22198,22253,352,5185,117,2646,514,51004,726,21058,9593,14941,57,1414,1149
Unknown,415929,1102,12644,9324,4056,308,4571,1808,174002,11422,2234,29303,65827,3741,19120,28659
Other Race,659898,1124,8592,11781,1297,88,4121,1156,424739,14285,6259,30843,90108,3475,17112,18248
Hispanic or Latino,844502,564,7010,22332,3734,1937,1417,1308,436405,7058,2445,40066,172546,40169,7948,70069
"White, non-Hispanic",2149695,3617,40665,32788,6409,1762,12807,3874,1296454,53616,15871,124743,337270,7463,68617,33744
