Category,Mohave
Total_doses_administered,179504
Total_people_one_dose,89046
Total_people_complete,75727
total_pouluation,89046
Male-65 years and older,20629
Male-55-64 years,8167
Male-45-54 years,4233
Male-20-44 years,7406
Male-Less than 20 years,1728
Female-65 years and older,22863
Female-55-64 years,9498
Female-45-54 years,4802
Female-20-44 years,7600
Female-Less than 20 years,1943
"Black or African American, non-Hispanic",601
"American Indian or Alaska Native, non-Hispanic",726
"Asian or Pacific Islander, non-Hispanic",1338
Hispanic or Latino,7058
Unknown,11422
Other Race,14285
"White, non-Hispanic",53616
