Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7022615,31592,148349,118171,20814,8433,51249,17463,2943180,152273,74115,305756,924039,68395,186614,206895
Total_people_complete,3401084,11566,73160,58397,10302,4219,25259,8582,1447611,72253,35724,154038,460928,34449,89685,99511
Total_doses_ordered,5255270,16600,97568,89070,19250,9770,36710,18600,1587440,126950,40790,196918,615438,49212,166680,141758
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3869217,17728,81577,66602,11579,4793,28623,9603,1684830,87671,41638,174984,520845,38296,107008,117307
Male-65 years and older,513490,1903,7640,10639,1635,550,5837,3117,178277,21355,6759,29691,72362,3580,23759,15832
Male-55-64 years,294526,1262,5961,5141,974,596,2608,689,124568,8287,3489,13570,36279,2608,8384,8728
Male-45-54 years,254095,964,5368,3702,849,486,1593,315,122360,4203,2456,12430,31079,3001,4810,7636
Male-20-44 years,594911,2292,16133,9492,1976,1017,3068,515,280232,6929,5177,27838,75564,7479,9306,21795
Male-Less than 20 years,150646,2379,3035,2477,304,48,686,131,74067,1116,2726,5172,19518,2380,1865,4474
Female-65 years and older,633619,2011,8741,12580,2052,526,6194,3023,231494,23798,7435,34052,95382,4334,29666,17893
Female-55-64 years,339766,1388,6689,6166,1115,411,2891,849,143933,9688,3739,14507,44970,2651,10756,9218
Female-45-54 years,279442,955,5516,4276,766,366,1695,348,136341,4459,2485,11180,36876,2861,5594,7883
Female-20-44 years,629793,2102,18629,9479,1532,746,3185,457,304936,6405,4497,20686,87139,6902,9454,18711
Female-Less than 20 years,159543,2462,3787,2559,365,44,806,139,76858,1276,2842,5266,20741,2431,2104,4785
"Black or African American, non-Hispanic",104397,265,583,1237,68,46,94,29,64421,597,213,4922,10023,32,531,652
"American Indian or Alaska Native, non-Hispanic",113642,10301,17006,314,972,84,5685,183,35787,879,14798,8428,10788,16,1058,1532
"Asian or Pacific Islander, non-Hispanic",146954,162,1209,1286,61,48,256,71,79738,1258,400,3178,13199,96,1393,710
Unknown,419611,989,16836,8875,3712,386,5360,2631,166998,14933,2080,35335,83838,2338,27084,33204
Hispanic or Latino,638515,1717,5650,16045,1908,2115,1267,988,301162,6053,2165,27357,121439,29060,6533,49607
Other Race,654126,1191,9446,10148,900,130,4754,1094,258306,15690,8035,18665,65675,2007,16408,10376
"White, non-Hispanic",1791972,3103,30847,28697,3958,1984,11207,4607,778418,48261,13947,77099,215883,4747,54001,21226
