Category,Mohave
Total_doses_administered,152273
Total_people_one_dose,87671
Total_people_complete,72253
Total_doses_ordered,126950
total_pouluation,216985
Male-65 years and older,21355
Male-55-64 years,8287
Male-45-54 years,4203
Male-20-44 years,6929
Male-Less than 20 years,1116
Female-65 years and older,23798
Female-55-64 years,9688
Female-45-54 years,4459
Female-20-44 years,6405
Female-Less than 20 years,1276
"Black or African American, non-Hispanic",597
"American Indian or Alaska Native, non-Hispanic",879
"Asian or Pacific Islander, non-Hispanic",1258
Hispanic or Latino,6053
Unknown,14933
Other Race,15690
"White, non-Hispanic",48261
