Category,Navajo
Total_doses_administered,74115
Total_people_one_dose,41638
Total_people_complete,35724
Total_doses_ordered,40790
total_pouluation,112825
Male-65 years and older,6759
Male-55-64 years,3489
Male-45-54 years,2456
Male-20-44 years,5177
Male-Less than 20 years,2726
Female-65 years and older,7435
Female-55-64 years,3739
Female-45-54 years,2485
Female-20-44 years,4497
Female-Less than 20 years,2842
"Black or African American, non-Hispanic",213
"Asian or Pacific Islander, non-Hispanic",400
Unknown,2080
Hispanic or Latino,2165
Other Race,8035
"White, non-Hispanic",13947
"American Indian or Alaska Native, non-Hispanic",14798
