Category,Yuma
Total_doses_administered,206895
Total_people_one_dose,117307
Total_people_complete,99511
Total_doses_ordered,141758
total_pouluation,229957
Male-65 years and older,15832
Male-55-64 years,8728
Male-45-54 years,7636
Male-20-44 years,21795
Male-Less than 20 years,4474
Female-65 years and older,17893
Female-55-64 years,9218
Female-45-54 years,7883
Female-20-44 years,18711
Female-Less than 20 years,4785
"Black or African American, non-Hispanic",652
"Asian or Pacific Islander, non-Hispanic",710
"American Indian or Alaska Native, non-Hispanic",1532
Other Race,10376
"White, non-Hispanic",21226
Unknown,33204
Hispanic or Latino,49607
