Category,Yavapai
Total_doses_administered,186614
Total_people_one_dose,107008
Total_people_complete,89685
Total_doses_ordered,166680
total_pouluation,232386
Male-65 years and older,23759
Male-55-64 years,8384
Male-45-54 years,4810
Male-20-44 years,9306
Male-Less than 20 years,1865
Female-65 years and older,29666
Female-55-64 years,10756
Female-45-54 years,5594
Female-20-44 years,9454
Female-Less than 20 years,2104
"Black or African American, non-Hispanic",531
"American Indian or Alaska Native, non-Hispanic",1058
"Asian or Pacific Islander, non-Hispanic",1393
Hispanic or Latino,6533
Other Race,16408
Unknown,27084
"White, non-Hispanic",54001
