Category,Coconino
Total_doses_administered,148349
Total_people_one_dose,81577
Total_people_complete,73160
Total_doses_ordered,97568
total_pouluation,147275
Male-65 years and older,7640
Male-55-64 years,5961
Male-45-54 years,5368
Male-20-44 years,16133
Male-Less than 20 years,3035
Female-65 years and older,8741
Female-55-64 years,6689
Female-45-54 years,5516
Female-20-44 years,18629
Female-Less than 20 years,3787
"Black or African American, non-Hispanic",583
"Asian or Pacific Islander, non-Hispanic",1209
Hispanic or Latino,5650
Other Race,9446
Unknown,16836
"American Indian or Alaska Native, non-Hispanic",17006
"White, non-Hispanic",30847
