Category,Pinal
Total_doses_administered,537830
Total_people_one_dose,258507
Total_people_complete,222892
total_pouluation,258507
Male-65 years and older,37783
Male-55-64 years,18738
Male-45-54 years,17148
Male-20-44 years,39242
Male-Less than 20 years,13478
Female-65 years and older,43385
Female-55-64 years,21144
Female-45-54 years,17440
Female-20-44 years,36101
Female-Less than 20 years,13307
"Asian or Pacific Islander, non-Hispanic",5295
"Black or African American, non-Hispanic",9523
"American Indian or Alaska Native, non-Hispanic",10206
Unknown,30262
Other Race,31698
Hispanic or Latino,42100
"White, non-Hispanic",129423
