Category,Santa Cruz
Total_doses_administered,115531
Total_people_one_dose,58688
Total_people_complete,45142
total_pouluation,58688
Male-65 years and older,4849
Male-55-64 years,3376
Male-45-54 years,3540
Male-20-44 years,9336
Male-Less than 20 years,6964
Female-65 years and older,5857
Female-55-64 years,3723
Female-45-54 years,3850
Female-20-44 years,9805
Female-Less than 20 years,7300
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",190
Other Race,3601
Unknown,4172
"White, non-Hispanic",7794
Hispanic or Latino,42813
