Category,Yavapai
Total_doses_administered,255939
Total_people_one_dose,119880
Total_people_complete,100437
total_pouluation,119880
Male-65 years and older,26447
Male-55-64 years,9360
Male-45-54 years,5165
Male-20-44 years,10521
Male-Less than 20 years,3068
Female-65 years and older,32149
Female-55-64 years,11778
Female-45-54 years,6137
Female-20-44 years,10764
Female-Less than 20 years,3345
"Black or African American, non-Hispanic",593
"American Indian or Alaska Native, non-Hispanic",1462
"Asian or Pacific Islander, non-Hispanic",1490
Hispanic or Latino,8437
Other Race,17598
Unknown,18574
"White, non-Hispanic",71726
