Category,Cochise
Total_doses_administered,171808
Total_people_one_dose,83700
Total_people_complete,68124
total_pouluation,83700
Male-65 years and older,11489
Male-55-64 years,5684
Male-45-54 years,4467
Male-20-44 years,11956
Male-Less than 20 years,5874
Female-65 years and older,13461
Female-55-64 years,6721
Female-45-54 years,5021
Female-20-44 years,12682
Female-Less than 20 years,6244
"American Indian or Alaska Native, non-Hispanic",372
"Asian or Pacific Islander, non-Hispanic",1519
"Black or African American, non-Hispanic",1632
Unknown,9944
Other Race,12146
Hispanic or Latino,24312
"White, non-Hispanic",33775
