Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10067918,64043,213343,171808,46158,9767,58005,18668,5812937,192277,104006,537830,1639913,115531,255939,325917
Total_people_complete,3986721,23092,82633,68124,18872,3846,23205,7594,2330116,77461,41173,222892,634922,45142,100437,128703
total_pouluation,7189020,30437,96835,83700,21683,4439,26658,9184,2707153,92371,50488,258507,749740,58688,119880,162562
Total_people_one_dose,4770280,30437,96835,83700,21683,4439,26658,9184,2707153,92371,50488,258507,749740,58688,119880,162562
Male-65 years and older,579150,2851,9560,11489,2434,518,5912,2492,290395,21417,7475,37783,93512,4849,26447,17464
Male-55-64 years,336514,2081,6443,5684,1604,376,2251,644,191803,8434,3642,18738,49127,3376,9360,10823
Male-45-54 years,303810,1675,5911,4467,1460,331,1279,333,186229,4383,2779,17148,42573,3540,5165,9394
Male-20-44 years,757725,4017,17555,11956,3647,800,2481,692,447770,7768,6010,39242,114377,9336,10521,28719
Male-Less than 20 years,280669,4255,6493,5874,1300,232,804,386,157344,1934,4579,13478,47270,6964,3068,13011
Female-65 years and older,703870,3417,10748,13461,2942,520,6308,2486,362874,23491,8406,43385,120302,5857,32149,20024
Female-55-64 years,382429,2231,7237,6721,1744,319,2639,754,215519,9749,4170,21144,58791,3723,11778,11578
Female-45-54 years,326900,1648,5952,5021,1431,329,1407,385,201625,4936,2781,17440,48178,3850,6137,10329
Female-20-44 years,792148,3907,19937,12682,3698,770,2647,613,479084,7947,5902,36101,125814,9805,10764,27114
Female-Less than 20 years,287182,4346,6727,6244,1411,242,872,380,160130,2132,4705,13307,48326,7300,3345,13483
"Black or African American, non-Hispanic",145231,60,806,1632,97,53,96,42,105795,640,209,9523,17201,61,593,856
"Asian or Pacific Islander, non-Hispanic",182844,138,1730,1519,88,43,210,91,137774,1416,374,5295,22678,190,1490,1256
"American Indian or Alaska Native, non-Hispanic",206486,23602,23169,372,5504,125,2794,548,53139,769,22142,10206,15821,57,1462,1195
Unknown,432136,1176,12432,9944,4147,315,4590,1899,182426,11654,2429,30262,65880,4172,18574,29967
Other Race,678483,1173,8840,12146,1312,96,4255,1204,433848,14626,6399,31698,93058,3601,17598,19659
Hispanic or Latino,898939,595,7524,24312,3919,2007,1499,1367,461267,7514,2605,42100,185754,42813,8437,73507
"White, non-Hispanic",2226161,3693,42334,33775,6616,1800,13214,4033,1332904,55752,16330,129423,349348,7794,71726,36122
