Category,Pinal
Total_doses_administered,592332
Total_people_one_dose,265871
Total_people_complete,226800
total_pouluation,265871
Male-65 years and older,38446
Male-55-64 years,19079
Male-45-54 years,17501
Male-20-44 years,40340
Male-Less than 20 years,14651
Female-65 years and older,44134
Female-55-64 years,21558
Female-45-54 years,17840
Female-20-44 years,37186
Female-Less than 20 years,14397
"Asian or Pacific Islander, non-Hispanic",5526
"Black or African American, non-Hispanic",9901
"American Indian or Alaska Native, non-Hispanic",10639
Unknown,30818
Other Race,32325
Hispanic or Latino,44136
"White, non-Hispanic",132526
