Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,11157531,72024,232165,193508,50731,10339,62970,19856,6403946,207237,118201,592332,1816207,139483,274926,366513
Total_people_complete,4058523,23537,83805,69717,19197,3892,23543,7654,2369417,78787,42134,226800,645460,46462,102015,131076
total_pouluation,7189020,31662,98978,87076,22345,4503,27270,9344,2784621,94313,52483,265871,773297,63691,122130,169152
Total_people_one_dose,4923585,31662,98978,87076,22345,4503,27270,9344,2784621,94313,52483,265871,773297,63691,122130,169152
Male-65 years and older,591984,2927,9704,11708,2460,520,6008,2521,295828,21831,7650,38446,95132,4951,26856,17934
Male-55-64 years,343249,2117,6535,5791,1625,384,2275,653,195027,8547,3718,19079,50063,3528,9472,11115
Male-45-54 years,310703,1717,5987,4635,1494,334,1292,339,189854,4471,2859,17501,43620,3739,5248,9615
Male-20-44 years,780833,4183,17911,12430,3755,811,2547,712,459839,7975,6239,40340,117795,9862,10796,29826
Male-Less than 20 years,305919,4503,6865,6584,1447,243,908,406,170926,2039,5020,14651,51491,8445,3233,14321
Female-65 years and older,718851,3522,10913,13693,2968,523,6387,2509,369669,23879,8612,44134,122306,6011,32602,20534
Female-55-64 years,390140,2296,7305,6885,1761,319,2673,768,219082,9864,4247,21558,59822,3968,11961,11928
Female-45-54 years,334447,1714,6033,5180,1453,334,1442,387,205512,5029,2875,17840,49350,4120,6227,10557
Female-20-44 years,816534,4057,20344,13160,3807,782,2732,636,491706,8229,6123,37186,129826,10429,11045,27981
Female-Less than 20 years,311047,4616,7105,6908,1563,251,949,394,172903,2268,5100,14397,52389,8541,3548,14680
"Black or African American, non-Hispanic",151244,62,846,1683,100,55,97,44,109987,661,219,9901,17862,62,615,889
"Asian or Pacific Islander, non-Hispanic",189637,144,1816,1558,90,49,218,94,142569,1457,391,5526,23386,192,1531,1282
"American Indian or Alaska Native, non-Hispanic",215615,24689,23858,382,5814,128,2960,560,54812,793,23430,10639,16305,58,1509,1231
Unknown,443689,1191,12267,10565,4162,304,4569,1923,188263,11742,2534,30818,66676,5439,18426,30746
Other Race,692650,1193,8990,12382,1334,98,4389,1223,441400,14839,6506,32325,95226,3699,17917,20247
Hispanic or Latino,950112,620,7869,26130,4058,2038,1555,1405,486001,7809,2758,44136,196529,46218,8788,77447
"White, non-Hispanic",2280638,3763,43332,34376,6787,1831,13482,4095,1361589,57012,16645,132526,357313,8023,73344,37310
