Category,Santa Cruz
Total_doses_administered,139483
Total_people_one_dose,63691
Total_people_complete,46462
total_pouluation,63691
Male-65 years and older,4951
Male-55-64 years,3528
Male-45-54 years,3739
Male-20-44 years,9862
Male-Less than 20 years,8445
Female-65 years and older,6011
Female-55-64 years,3968
Female-45-54 years,4120
Female-20-44 years,10429
Female-Less than 20 years,8541
"American Indian or Alaska Native, non-Hispanic",58
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",192
Other Race,3699
Unknown,5439
"White, non-Hispanic",8023
Hispanic or Latino,46218
