Category,Graham
Total_doses_administered,37397
Total_people_one_dose,19548
Total_people_complete,17299
total_pouluation,19548
Male-65 years and older,2322
Male-55-64 years,1536
Male-45-54 years,1382
Male-20-44 years,3361
Male-Less than 20 years,825
Female-65 years and older,2795
Female-55-64 years,1664
Female-45-54 years,1354
Female-20-44 years,3367
Female-Less than 20 years,930
"Black or African American, non-Hispanic",80
"Asian or Pacific Islander, non-Hispanic",90
Other Race,1533
Hispanic or Latino,3411
Unknown,4183
"American Indian or Alaska Native, non-Hispanic",4707
"White, non-Hispanic",5544
