Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7853697,36094,160463,128941,24244,9791,56756,18754,3438041,168165,82759,344795,1030168,74565,201237,234507
Total_people_complete,3768701,13451,78389,63315,12042,4752,27444,9189,1696525,80026,39419,175890,506498,37408,96886,111753
Total_doses_ordered,5422016,18600,110439,94500,21520,12630,38520,19400,1721227,136600,44665,202352,641256,49512,175366,153428
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4257978,20367,87561,71886,13467,5555,30753,10381,1944258,95425,46523,197113,571308,41303,114734,131073
Male-65 years and older,557781,2123,8360,11084,1734,576,6084,3222,208557,22493,7384,31801,77465,3704,24878,16450
Male-55-64 years,312426,1434,6269,5354,1053,638,2713,723,136668,8868,3773,14562,38555,2688,8879,9258
Male-45-54 years,277188,1130,5664,4009,969,567,1710,358,138014,4699,2727,13893,33879,3173,5270,8307
Male-20-44 years,671448,2769,17408,10605,2326,1240,3457,644,329481,8073,5825,33762,86014,8155,10509,25073
Male-Less than 20 years,180075,2616,3504,3026,509,130,870,236,92827,1566,3279,6764,23750,2866,2259,6447
Female-65 years and older,683792,2297,9448,13110,2190,546,6433,3116,265695,25002,8112,36341,101362,4480,30985,18594
Female-55-64 years,358993,1580,6969,6451,1215,429,3025,881,157267,10335,4060,15521,47347,2723,11295,9685
Female-45-54 years,302244,1156,5815,4572,887,404,1802,387,152143,5008,2707,12468,39496,2993,6139,8516
Female-20-44 years,706053,2584,19887,10510,1980,907,3602,563,356467,7533,5198,24684,97357,7551,10677,21495
Female-Less than 20 years,188115,2668,4140,3072,592,115,994,224,95108,1681,3422,6712,25079,2900,2526,6826
"Black or African American, non-Hispanic",119493,311,666,1375,80,50,100,36,76300,691,242,5885,11570,38,643,821
"American Indian or Alaska Native, non-Hispanic",128500,11929,18280,348,1137,105,6321,287,42141,997,16351,9467,12366,20,1204,1727
"Asian or Pacific Islander, non-Hispanic",156520,181,1325,1357,71,52,265,79,87178,1375,431,3535,14356,103,1505,808
Unknown,449600,1082,17230,9684,4233,528,5582,2758,187772,16251,2500,38953,84050,2400,27906,34316
Other Race,710659,1344,10042,10875,1019,152,5073,1182,298587,16481,8736,21405,73472,2089,17692,11836
Hispanic or Latino,734630,2031,6475,17599,2237,2421,1427,1209,359680,7048,2435,31681,138090,31669,7480,57680
"White, non-Hispanic",1958576,3489,33543,30648,4690,2247,11985,4830,892600,52582,15828,86187,237404,4984,58304,23885
