Category,Yavapai
Total_doses_administered,201237
Total_people_one_dose,114734
Total_people_complete,96886
Total_doses_ordered,175366
total_pouluation,232386
Male-65 years and older,24878
Male-55-64 years,8879
Male-45-54 years,5270
Male-20-44 years,10509
Male-Less than 20 years,2259
Female-65 years and older,30985
Female-55-64 years,11295
Female-45-54 years,6139
Female-20-44 years,10677
Female-Less than 20 years,2526
"Black or African American, non-Hispanic",643
"American Indian or Alaska Native, non-Hispanic",1204
"Asian or Pacific Islander, non-Hispanic",1505
Hispanic or Latino,7480
Other Race,17692
Unknown,27906
"White, non-Hispanic",58304
