Category,Yuma
Total_doses_administered,137558
Total_people_one_dose,81621
Total_people_complete,60055
Total_doses_ordered,118430
total_pouluation,229957
Male-65 years and older,14003
Male-55-64 years,6717
Male-45-54 years,5423
Male-20-44 years,13644
Male-Less than 20 years,711
Female-65 years and older,15924
Female-55-64 years,7286
Female-45-54 years,5616
Female-20-44 years,11243
Female-Less than 20 years,844
"American Indian or Alaska Native, non-Hispanic",0.0015192168682079
"Black or African American, non-Hispanic",0.0034672449492165
"Asian or Pacific Islander, non-Hispanic",0.0050109653152988
Other Race,0.0758138224231509
"White, non-Hispanic",0.1715734921159996
Unknown,0.3687163842638537
Hispanic or Latino,0.3738988740642727
