Category,Santa Cruz
Total_doses_administered,111585
Total_people_one_dose,57301
Total_people_complete,44592
total_pouluation,57301
Male-65 years and older,4781
Male-55-64 years,3316
Male-45-54 years,3470
Male-20-44 years,9188
Male-Less than 20 years,6654
Female-65 years and older,5785
Female-55-64 years,3639
Female-45-54 years,3769
Female-20-44 years,9627
Female-Less than 20 years,6986
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",60
"Asian or Pacific Islander, non-Hispanic",187
Other Race,3556
Unknown,3921
"White, non-Hispanic",7664
Hispanic or Latino,41856
