Category,Maricopa
Total_doses_administered,5702975
Total_people_one_dose,2677252
Total_people_complete,2316424
total_pouluation,2677252
Male-65 years and older,288137
Male-55-64 years,190300
Male-45-54 years,184702
Male-20-44 years,443043
Male-Less than 20 years,152841
Female-65 years and older,359887
Female-55-64 years,213857
Female-45-54 years,200049
Female-20-44 years,474161
Female-Less than 20 years,155842
"American Indian or Alaska Native, non-Hispanic",52476
"Black or African American, non-Hispanic",104097
"Asian or Pacific Islander, non-Hispanic",135950
Unknown,180316
Other Race,430807
Hispanic or Latino,453038
"White, non-Hispanic",1320568
