Category,Navajo
Total_doses_administered,101585
Total_people_one_dose,49728
Total_people_complete,40790
total_pouluation,49728
Male-65 years and older,7403
Male-55-64 years,3600
Male-45-54 years,2738
Male-20-44 years,5887
Male-Less than 20 years,4475
Female-65 years and older,8323
Female-55-64 years,4130
Female-45-54 years,2741
Female-20-44 years,5786
Female-Less than 20 years,4608
"Black or African American, non-Hispanic",204
"Asian or Pacific Islander, non-Hispanic",368
Unknown,2375
Hispanic or Latino,2534
Other Race,6353
"White, non-Hispanic",16158
"American Indian or Alaska Native, non-Hispanic",21736
