Category,Cochise
Total_doses_administered,167569
Total_people_one_dose,82534
Total_people_complete,67494
total_pouluation,82534
Male-65 years and older,11384
Male-55-64 years,5624
Male-45-54 years,4398
Male-20-44 years,11781
Male-Less than 20 years,5698
Female-65 years and older,13337
Female-55-64 years,6659
Female-45-54 years,4943
Female-20-44 years,12519
Female-Less than 20 years,6089
"American Indian or Alaska Native, non-Hispanic",365
"Asian or Pacific Islander, non-Hispanic",1503
"Black or African American, non-Hispanic",1600
Unknown,9864
Other Race,12035
Hispanic or Latino,23701
"White, non-Hispanic",33466
