Category,Arizona
Total_doses_administered,9862545
Total_people_complete,3960251
total_pouluation,7189020
Total_people_one_dose,4709085
Male-65 years and older,573325
Male-55-64 years,333314
Male-45-54 years,300785
Male-20-44 years,748567
Male-Less than 20 years,272451
Female-65 years and older,696765
Female-55-64 years,378764
Female-45-54 years,323718
Female-20-44 years,782417
Female-Less than 20 years,279059
"Black or African American, non-Hispanic",142698
"Asian or Pacific Islander, non-Hispanic",180134
"American Indian or Alaska Native, non-Hispanic",203002
Unknown,429061
Other Race,672418
Hispanic or Latino,880942
"White, non-Hispanic",2200830
