Category,Apache
Total_doses_administered,62378
Total_people_one_dose,29846
Total_people_complete,22845
total_pouluation,29846
Male-65 years and older,2816
Male-55-64 years,2059
Male-45-54 years,1646
Male-20-44 years,3945
Male-Less than 20 years,4130
Female-65 years and older,3387
Female-55-64 years,2200
Female-45-54 years,1615
Female-20-44 years,3841
Female-Less than 20 years,4199
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",136
Hispanic or Latino,579
Unknown,1142
Other Race,1156
"White, non-Hispanic",3672
"American Indian or Alaska Native, non-Hispanic",23102
