Category,Coconino
Total_doses_administered,208470
Total_people_one_dose,95712
Total_people_complete,82174
total_pouluation,95712
Male-65 years and older,9499
Male-55-64 years,6399
Male-45-54 years,5866
Male-20-44 years,17359
Male-Less than 20 years,6304
Female-65 years and older,10686
Female-55-64 years,7186
Female-45-54 years,5905
Female-20-44 years,19730
Female-Less than 20 years,6507
"Black or African American, non-Hispanic",794
"Asian or Pacific Islander, non-Hispanic",1671
Hispanic or Latino,7310
Other Race,8741
Unknown,12547
"American Indian or Alaska Native, non-Hispanic",22903
"White, non-Hispanic",41746
