Category,Santa Cruz
Total_doses_administered,119926
Total_people_one_dose,60867
Total_people_complete,45762
total_pouluation,60867
Male-65 years and older,4894
Male-55-64 years,3451
Male-45-54 years,3611
Male-20-44 years,9529
Male-Less than 20 years,7647
Female-65 years and older,5926
Female-55-64 years,3825
Female-45-54 years,3966
Female-20-44 years,10062
Female-Less than 20 years,7865
"American Indian or Alaska Native, non-Hispanic",58
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",191
Other Race,3634
Unknown,4499
"White, non-Hispanic",7880
Hispanic or Latino,44544
