Category,Coconino
Total_doses_administered,217222
Total_people_one_dose,97764
Total_people_complete,83097
total_pouluation,97764
Male-65 years and older,9622
Male-55-64 years,6486
Male-45-54 years,5935
Male-20-44 years,17717
Male-Less than 20 years,6647
Female-65 years and older,10816
Female-55-64 years,7270
Female-45-54 years,5981
Female-20-44 years,20138
Female-Less than 20 years,6877
"Black or African American, non-Hispanic",823
"Asian or Pacific Islander, non-Hispanic",1770
Hispanic or Latino,7667
Other Race,8906
Unknown,12328
"American Indian or Alaska Native, non-Hispanic",23456
"White, non-Hispanic",42814
