Category,Graham
Total_doses_administered,47203
Total_people_one_dose,21952
Total_people_complete,19000
total_pouluation,21952
Male-65 years and older,2444
Male-55-64 years,1615
Male-45-54 years,1472
Male-20-44 years,3695
Male-Less than 20 years,1365
Female-65 years and older,2948
Female-55-64 years,1750
Female-45-54 years,1444
Female-20-44 years,3741
Female-Less than 20 years,1466
"Asian or Pacific Islander, non-Hispanic",88
"Black or African American, non-Hispanic",97
Other Race,1322
Hispanic or Latino,3966
Unknown,4174
"American Indian or Alaska Native, non-Hispanic",5633
"White, non-Hispanic",6672
