Category,Apache
Total_doses_administered,65658
Total_people_one_dose,30977
Total_people_complete,23270
total_pouluation,30977
Male-65 years and older,2890
Male-55-64 years,2105
Male-45-54 years,1702
Male-20-44 years,4078
Male-Less than 20 years,4370
Female-65 years and older,3463
Female-55-64 years,2258
Female-45-54 years,1679
Female-20-44 years,3970
Female-Less than 20 years,4452
"Black or African American, non-Hispanic",60
"Asian or Pacific Islander, non-Hispanic",139
Hispanic or Latino,610
Other Race,1177
Unknown,1187
"White, non-Hispanic",3730
"American Indian or Alaska Native, non-Hispanic",24074
