Category,Gila
Total_doses_administered,58988
Total_people_one_dose,26935
Total_people_complete,23353
total_pouluation,26935
Male-65 years and older,5953
Male-55-64 years,2260
Male-45-54 years,1281
Male-20-44 years,2521
Male-Less than 20 years,857
Female-65 years and older,6333
Female-55-64 years,2657
Female-45-54 years,1420
Female-20-44 years,2676
Female-Less than 20 years,919
"Black or African American, non-Hispanic",97
"Asian or Pacific Islander, non-Hispanic",214
Hispanic or Latino,1519
"American Indian or Alaska Native, non-Hispanic",2861
Other Race,4320
Unknown,4589
"White, non-Hispanic",13335
