Category,Graham
Total_doses_administered,36892
Total_people_one_dose,19370
Total_people_complete,17220
total_pouluation,19370
Male-65 years and older,2313
Male-55-64 years,1526
Male-45-54 years,1369
Male-20-44 years,3303
Male-Less than 20 years,813
Female-65 years and older,2785
Female-55-64 years,1660
Female-45-54 years,1340
Female-20-44 years,3329
Female-Less than 20 years,920
"Black or African American, non-Hispanic",80
"Asian or Pacific Islander, non-Hispanic",89
Other Race,1528
Hispanic or Latino,3368
Unknown,4125
"American Indian or Alaska Native, non-Hispanic",4689
"White, non-Hispanic",5491
