Category,Santa Cruz
Total_doses_administered,84041
Total_people_one_dose,45546
Total_people_complete,41231
total_pouluation,45546
Male-65 years and older,4350
Male-55-64 years,3016
Male-45-54 years,3114
Male-20-44 years,8364
Male-Less than 20 years,3205
Female-65 years and older,5244
Female-55-64 years,3264
Female-45-54 years,3310
Female-20-44 years,8319
Female-Less than 20 years,3306
"Black or African American, non-Hispanic",46
"American Indian or Alaska Native, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",167
Unknown,2822
Other Race,3116
"White, non-Hispanic",6670
Hispanic or Latino,32678
