Category,Pinal
Total_doses_administered,428426
Total_people_one_dose,229697
Total_people_complete,203990
total_pouluation,229697
Male-65 years and older,34600
Male-55-64 years,17377
Male-45-54 years,15647
Male-20-44 years,34306
Male-Less than 20 years,9368
Female-65 years and older,40190
Female-55-64 years,19733
Female-45-54 years,16047
Female-20-44 years,32265
Female-Less than 20 years,9421
"Asian or Pacific Islander, non-Hispanic",4509
"Black or African American, non-Hispanic",7908
"American Indian or Alaska Native, non-Hispanic",8090
Other Race,30432
Unknown,30619
Hispanic or Latino,36003
"White, non-Hispanic",112136
