Category,Mohave
Total_doses_administered,150736
Total_people_one_dose,82695
Total_people_complete,70221
total_pouluation,82695
Male-65 years and older,19078
Male-55-64 years,7702
Male-45-54 years,3959
Male-20-44 years,6765
Male-Less than 20 years,1417
Female-65 years and older,21569
Female-55-64 years,9086
Female-45-54 years,4489
Female-20-44 years,6869
Female-Less than 20 years,1592
"Black or African American, non-Hispanic",514
"American Indian or Alaska Native, non-Hispanic",598
"Asian or Pacific Islander, non-Hispanic",1184
Hispanic or Latino,6308
Unknown,12828
Other Race,14931
"White, non-Hispanic",46332
