Category,Yuma
Total_doses_administered,261158
Total_people_one_dose,138180
Total_people_complete,121583
total_pouluation,138180
Male-65 years and older,14925
Male-55-64 years,9729
Male-45-54 years,8699
Male-20-44 years,26011
Male-Less than 20 years,8025
Female-65 years and older,17410
Female-55-64 years,10369
Female-45-54 years,9546
Female-20-44 years,24449
Female-Less than 20 years,8560
"Black or African American, non-Hispanic",689
"Asian or Pacific Islander, non-Hispanic",1051
"American Indian or Alaska Native, non-Hispanic",1057
Other Race,15396
"White, non-Hispanic",28318
Unknown,30465
Hispanic or Latino,61204
