Category,Santa Cruz
Total_doses_administered,87175
Total_people_one_dose,46158
Total_people_complete,42602
total_pouluation,46158
Male-65 years and older,4400
Male-55-64 years,3043
Male-45-54 years,3165
Male-20-44 years,8485
Male-Less than 20 years,3254
Female-65 years and older,5294
Female-55-64 years,3286
Female-45-54 years,3355
Female-20-44 years,8435
Female-Less than 20 years,3386
"Black or African American, non-Hispanic",48
"American Indian or Alaska Native, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",169
Unknown,2908
Other Race,3142
"White, non-Hispanic",6738
Hispanic or Latino,33105
