Category,value
Hospitalizations,80483
Day,
Day_pct,
Apache,1101
Cochise,898
Coconino,1670
Gila,858
Graham,411
Greenlee,58
La Paz,311
Maricopa,50728
Mohave,2691
Navajo,2079
Pima,8728
Pinal,5355
Santa Cruz,621
Yavapai,2443
Yuma,2531
0_5,
Less than 20 years,3017
20-44 years,17170
45-54 years,11408
55-64 years,14756
65 years and older,34090
Male,42225
Female,38216
Missing,
"White, non-Hispanic",38578
Hispanic or Latino,25284
"American Indian or Alaska Native, non-Hispanic",5753
"Black or African American, non-Hispanic",3979
"Asian or Pacific Islander, non-Hispanic",1344
Other Race,3485
