Category,Gila
Total_doses_administered,47939
Total_people_one_dose,24788
Total_people_complete,22298
total_pouluation,24788
Male-65 years and older,5579
Male-55-64 years,2163
Male-45-54 years,1222
Male-20-44 years,2289
Male-Less than 20 years,565
Female-65 years and older,6016
Female-55-64 years,2508
Female-45-54 years,1360
Female-20-44 years,2397
Female-Less than 20 years,631
"Black or African American, non-Hispanic",78
"Asian or Pacific Islander, non-Hispanic",200
Hispanic or Latino,1337
"American Indian or Alaska Native, non-Hispanic",2385
Other Race,4411
Unknown,5115
"White, non-Hispanic",11262
