Category,Mohave
Total_doses_administered,158814
Total_people_one_dose,84383
Total_people_complete,72903
total_pouluation,84383
Male-65 years and older,19514
Male-55-64 years,7813
Male-45-54 years,4037
Male-20-44 years,6971
Male-Less than 20 years,1454
Female-65 years and older,21959
Female-55-64 years,9188
Female-45-54 years,4577
Female-20-44 years,7046
Female-Less than 20 years,1651
"Black or African American, non-Hispanic",521
"American Indian or Alaska Native, non-Hispanic",636
"Asian or Pacific Islander, non-Hispanic",1198
Hispanic or Latino,6491
Unknown,13329
Other Race,14979
"White, non-Hispanic",47229
