Category,Navajo
Total_doses_administered,84282
Total_people_one_dose,44179
Total_people_complete,38310
total_pouluation,44179
Male-65 years and older,6939
Male-55-64 years,3396
Male-45-54 years,2483
Male-20-44 years,5345
Male-Less than 20 years,3223
Female-65 years and older,7839
Female-55-64 years,3873
Female-45-54 years,2487
Female-20-44 years,5179
Female-Less than 20 years,3380
"Black or African American, non-Hispanic",184
"Asian or Pacific Islander, non-Hispanic",356
Hispanic or Latino,2264
Unknown,2673
Other Race,7756
"White, non-Hispanic",13794
"American Indian or Alaska Native, non-Hispanic",17152
