Category,Mohave
Total_doses_administered,186391
Total_people_one_dose,90619
Total_people_complete,76640
total_pouluation,90619
Male-65 years and older,21071
Male-55-64 years,8283
Male-45-54 years,4313
Male-20-44 years,7551
Male-Less than 20 years,1826
Female-65 years and older,23182
Female-55-64 years,9612
Female-45-54 years,4855
Female-20-44 years,7727
Female-Less than 20 years,2020
"Black or African American, non-Hispanic",619
"American Indian or Alaska Native, non-Hispanic",745
"Asian or Pacific Islander, non-Hispanic",1380
Hispanic or Latino,7234
Unknown,11583
Other Race,14452
"White, non-Hispanic",54606
