Category,Coconino
Total_doses_administered,205835
Total_people_one_dose,95087
Total_people_complete,81894
total_pouluation,95087
Male-65 years and older,9454
Male-55-64 years,6387
Male-45-54 years,5829
Male-20-44 years,17246
Male-Less than 20 years,6191
Female-65 years and older,10632
Female-55-64 years,7144
Female-45-54 years,5891
Female-20-44 years,19625
Female-Less than 20 years,6415
"Black or African American, non-Hispanic",789
"Asian or Pacific Islander, non-Hispanic",1649
Hispanic or Latino,7218
Other Race,8694
Unknown,12623
"American Indian or Alaska Native, non-Hispanic",22700
"White, non-Hispanic",41414
