Category,Arizona
Total_doses_administered,9727200
Total_people_complete,3944979
total_pouluation,7189020
Total_people_one_dose,4669798
Male-65 years and older,569456
Male-55-64 years,331236
Male-45-54 years,298853
Male-20-44 years,742918
Male-Less than 20 years,266846
Female-65 years and older,692327
Female-55-64 years,376489
Female-45-54 years,321753
Female-20-44 years,776460
Female-Less than 20 years,273494
"Black or African American, non-Hispanic",141082
"Asian or Pacific Islander, non-Hispanic",178361
"American Indian or Alaska Native, non-Hispanic",200426
Unknown,427176
Other Race,668533
Hispanic or Latino,870111
"White, non-Hispanic",2184109
