Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9727200,61333,205835,165044,43846,9439,56094,18137,5629938,186391,100335,520296,1579891,109899,247910,315371
Total_people_complete,3944979,22720,81894,67137,18555,3786,22942,7541,2308031,76640,40588,220348,628982,44686,99129,127539
total_pouluation,7189020,29471,95087,81618,21133,4392,26140,8993,2658768,90619,49290,253350,733163,56720,117814,158596
Total_people_one_dose,4669798,29471,95087,81618,21133,4392,26140,8993,2658768,90619,49290,253350,733163,56720,117814,158596
Male-65 years and older,569456,2802,9454,11304,2407,516,5841,2433,286691,21071,7356,37173,92185,4740,25996,16857
Male-55-64 years,331236,2043,6387,5573,1591,372,2232,617,189334,8283,3589,18495,48453,3286,9235,10579
Male-45-54 years,298853,1634,5829,4350,1450,328,1263,327,183754,4313,2724,16882,41745,3451,5087,9268
Male-20-44 years,742918,3901,17246,11698,3583,790,2410,683,440263,7551,5835,38597,112015,9114,10279,28240
Male-Less than 20 years,266846,4032,6191,5540,1152,226,715,370,150022,1826,4390,12790,44639,6527,2953,12518
Female-65 years and older,692327,3366,10632,13234,2915,517,6231,2451,358050,23182,8286,42735,118588,5738,31655,19407
Female-55-64 years,376489,2193,7144,6593,1726,319,2614,744,212828,9612,4119,20796,57939,3615,11647,11298
Female-45-54 years,321753,1602,5891,4896,1420,328,1401,375,199103,4855,2722,17163,47277,3746,6040,10188
Female-20-44 years,776460,3784,19625,12405,3628,760,2586,601,471276,7727,5717,35422,123142,9540,10542,26611
Female-Less than 20 years,273494,4106,6415,5924,1249,234,789,373,152969,2020,4515,12546,45708,6878,3229,13018
"Black or African American, non-Hispanic",141082,59,789,1590,93,53,90,39,103049,619,205,9257,16636,58,569,838
"Asian or Pacific Islander, non-Hispanic",178361,136,1649,1484,85,43,206,90,134803,1380,361,5178,22147,187,1448,1221
"American Indian or Alaska Native, non-Hispanic",200426,22776,22700,362,5203,122,2654,535,52043,745,21483,9856,15186,57,1436,1182
Unknown,427176,1121,12623,9681,4124,314,4591,1850,179288,11583,2336,30022,66336,3882,18842,29564
Other Race,668533,1146,8694,11941,1302,90,4173,1187,428882,14452,6333,31181,91487,3532,17301,19122
Hispanic or Latino,870111,571,7218,23317,3829,1982,1441,1345,447989,7234,2510,40993,178773,41406,8167,71747
"White, non-Hispanic",2184109,3662,41414,33243,6497,1788,12985,3947,1312714,54606,16062,126863,342598,7598,70051,34922
