Category,Gila
Total_doses_administered,56094
Total_people_one_dose,26140
Total_people_complete,22942
total_pouluation,26140
Male-65 years and older,5841
Male-55-64 years,2232
Male-45-54 years,1263
Male-20-44 years,2410
Male-Less than 20 years,715
Female-65 years and older,6231
Female-55-64 years,2614
Female-45-54 years,1401
Female-20-44 years,2586
Female-Less than 20 years,789
"Black or African American, non-Hispanic",90
"Asian or Pacific Islander, non-Hispanic",206
Hispanic or Latino,1441
"American Indian or Alaska Native, non-Hispanic",2654
Other Race,4173
Unknown,4591
"White, non-Hispanic",12985
