Category,Graham
Total_doses_administered,43846
Total_people_one_dose,21133
Total_people_complete,18555
total_pouluation,21133
Male-65 years and older,2407
Male-55-64 years,1591
Male-45-54 years,1450
Male-20-44 years,3583
Male-Less than 20 years,1152
Female-65 years and older,2915
Female-55-64 years,1726
Female-45-54 years,1420
Female-20-44 years,3628
Female-Less than 20 years,1249
"Asian or Pacific Islander, non-Hispanic",85
"Black or African American, non-Hispanic",93
Other Race,1302
Hispanic or Latino,3829
Unknown,4124
"American Indian or Alaska Native, non-Hispanic",5203
"White, non-Hispanic",6497
