Category,Yuma
Total_doses_administered,315371
Total_people_one_dose,158596
Total_people_complete,127539
total_pouluation,158596
Male-65 years and older,16857
Male-55-64 years,10579
Male-45-54 years,9268
Male-20-44 years,28240
Male-Less than 20 years,12518
Female-65 years and older,19407
Female-55-64 years,11298
Female-45-54 years,10188
Female-20-44 years,26611
Female-Less than 20 years,13018
"Black or African American, non-Hispanic",838
"American Indian or Alaska Native, non-Hispanic",1182
"Asian or Pacific Islander, non-Hispanic",1221
Other Race,19122
Unknown,29564
"White, non-Hispanic",34922
Hispanic or Latino,71747
