Category,Navajo
Total_doses_administered,100335
Total_people_one_dose,49290
Total_people_complete,40588
total_pouluation,49290
Male-65 years and older,7356
Male-55-64 years,3589
Male-45-54 years,2724
Male-20-44 years,5835
Male-Less than 20 years,4390
Female-65 years and older,8286
Female-55-64 years,4119
Female-45-54 years,2722
Female-20-44 years,5717
Female-Less than 20 years,4515
"Black or African American, non-Hispanic",205
"Asian or Pacific Islander, non-Hispanic",361
Unknown,2336
Hispanic or Latino,2510
Other Race,6333
"White, non-Hispanic",16062
"American Indian or Alaska Native, non-Hispanic",21483
