Category,Arizona
Total_doses_administered,4213938
Total_people_complete,1745928
Total_doses_ordered,3967370
total_pouluation,7189020
Total_people_one_dose,2611983
Male-65 years and older,446371
Male-55-64 years,219171
Male-45-54 years,154621
Male-20-44 years,323878
Male-Less than 20 years,31621
Female-65 years and older,553853
Female-55-64 years,267774
Female-45-54 years,184810
Female-20-44 years,384629
Female-Less than 20 years,37559
"Black or African American, non-Hispanic",0.0212007505408726
"American Indian or Alaska Native, non-Hispanic",0.0243451048494573
"Asian or Pacific Islander, non-Hispanic",0.0352977029329823
Hispanic or Latino,0.1186864539317446
Unknown,0.1368718709118704
Other Race,0.1747094066079297
"White, non-Hispanic",0.4888887102251432
