Category,Yavapai
Total_doses_administered,258927
Total_people_one_dose,120615
Total_people_complete,100954
total_pouluation,120615
Male-65 years and older,26588
Male-55-64 years,9395
Male-45-54 years,5189
Male-20-44 years,10619
Male-Less than 20 years,3125
Female-65 years and older,32286
Female-55-64 years,11837
Female-45-54 years,6164
Female-20-44 years,10854
Female-Less than 20 years,3413
"Black or African American, non-Hispanic",600
"American Indian or Alaska Native, non-Hispanic",1478
"Asian or Pacific Islander, non-Hispanic",1504
Hispanic or Latino,8556
Other Race,17714
Unknown,18483
"White, non-Hispanic",72280
