Category,Yuma
Total_doses_administered,331149
Total_people_one_dose,164459
Total_people_complete,129411
total_pouluation,164459
Male-65 years and older,17633
Male-55-64 years,10927
Male-45-54 years,9458
Male-20-44 years,29002
Male-Less than 20 years,13371
Female-65 years and older,20190
Female-55-64 years,11703
Female-45-54 years,10397
Female-20-44 years,27329
Female-Less than 20 years,13816
"Black or African American, non-Hispanic",868
"American Indian or Alaska Native, non-Hispanic",1204
"Asian or Pacific Islander, non-Hispanic",1263
Other Race,19834
Unknown,30190
"White, non-Hispanic",36549
Hispanic or Latino,74551
