Category,Maricopa
Total_doses_administered,5903909
Total_people_one_dose,2731574
Total_people_complete,2343715
total_pouluation,2731574
Male-65 years and older,292379
Male-55-64 years,192840
Male-45-54 years,187378
Male-20-44 years,451577
Male-Less than 20 years,161271
Female-65 years and older,365273
Female-55-64 years,216701
Female-45-54 years,202799
Female-20-44 years,483167
Female-Less than 20 years,163830
"American Indian or Alaska Native, non-Hispanic",53636
"Black or African American, non-Hispanic",107192
"Asian or Pacific Islander, non-Hispanic",139130
Unknown,183981
Other Race,436517
Hispanic or Latino,468678
"White, non-Hispanic",1342440
