Category,Maricopa
Total_doses_administered,5467562
Total_people_one_dose,2621733
Total_people_complete,2293576
total_pouluation,2621733
Male-65 years and older,283937
Male-55-64 years,187487
Male-45-54 years,181863
Male-20-44 years,434582
Male-Less than 20 years,143621
Female-65 years and older,354991
Female-55-64 years,211072
Female-45-54 years,197313
Female-20-44 years,465688
Female-Less than 20 years,146723
"American Indian or Alaska Native, non-Hispanic",51151
"Black or African American, non-Hispanic",101093
"Asian or Pacific Islander, non-Hispanic",132308
Unknown,175520
Other Race,425163
Hispanic or Latino,438196
"White, non-Hispanic",1298302
