Category,Cochise
Total_doses_administered,159480
Total_people_one_dose,79891
Total_people_complete,66481
total_pouluation,79891
Male-65 years and older,11154
Male-55-64 years,5455
Male-45-54 years,4280
Male-20-44 years,11484
Male-Less than 20 years,5257
Female-65 years and older,13070
Female-55-64 years,6486
Female-45-54 years,4806
Female-20-44 years,12175
Female-Less than 20 years,5623
"American Indian or Alaska Native, non-Hispanic",355
"Asian or Pacific Islander, non-Hispanic",1458
"Black or African American, non-Hispanic",1549
Unknown,9402
Other Race,11803
Hispanic or Latino,22473
"White, non-Hispanic",32851
