Category,La Paz
Total_doses_administered,17564
Total_people_one_dose,8838
Total_people_complete,7474
total_pouluation,8838
Male-65 years and older,2385
Male-55-64 years,606
Male-45-54 years,326
Male-20-44 years,663
Male-Less than 20 years,361
Female-65 years and older,2418
Female-55-64 years,729
Female-45-54 years,371
Female-20-44 years,597
Female-Less than 20 years,364
"Black or African American, non-Hispanic",39
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",521
Other Race,1159
Hispanic or Latino,1326
Unknown,1820
"White, non-Hispanic",3884
