Category,Santa Cruz
Total_doses_administered,107151
Total_people_one_dose,55728
Total_people_complete,44266
total_pouluation,55728
Male-65 years and older,4682
Male-55-64 years,3254
Male-45-54 years,3411
Male-20-44 years,9004
Male-Less than 20 years,6331
Female-65 years and older,5655
Female-55-64 years,3560
Female-45-54 years,3685
Female-20-44 years,9372
Female-Less than 20 years,6689
"Black or African American, non-Hispanic",57
"American Indian or Alaska Native, non-Hispanic",57
"Asian or Pacific Islander, non-Hispanic",184
Other Race,3478
Unknown,3794
"White, non-Hispanic",7482
Hispanic or Latino,40676
