Category,Coconino
Total_doses_administered,143651
Total_people_one_dose,78167
Total_people_complete,71386
Total_doses_ordered,95930
total_pouluation,147275
Male-65 years and older,7455
Male-55-64 years,5808
Male-45-54 years,5133
Male-20-44 years,15425
Male-Less than 20 years,2523
Female-65 years and older,8557
Female-55-64 years,6548
Female-45-54 years,5358
Female-20-44 years,17959
Female-Less than 20 years,3326
"Black or African American, non-Hispanic",0.0069978379623115
"Asian or Pacific Islander, non-Hispanic",0.014788849514501
Hispanic or Latino,0.0665242365704197
Other Race,0.1166860695689997
"American Indian or Alaska Native, non-Hispanic",0.2044468893522842
Unknown,0.2107283124592219
"White, non-Hispanic",0.379827804572262
