Category,Cochise
Total_doses_administered,190410
Total_people_one_dose,90960
Total_people_complete,75193
total_pouluation,90960
Male-65 years and older,12032
Male-55-64 years,6021
Male-45-54 years,4818
Male-20-44 years,12977
Male-Less than 20 years,7208
Female-65 years and older,14049
Female-55-64 years,7108
Female-45-54 years,5411
Female-20-44 years,13742
Female-Less than 20 years,7491
"American Indian or Alaska Native, non-Hispanic",389
"Asian or Pacific Islander, non-Hispanic",1593
"Black or African American, non-Hispanic",1704
Unknown,11014
Other Race,12725
Hispanic or Latino,28320
"White, non-Hispanic",35215
